group,lyrics_title,lyrics_text
Charlie Brown Jr.,Amor Pelas Ruas, (Instrumental)
Charlie Brown Jr.,Aquela Paz," A vida é feita de atitudes nem sempre decentes Não lhe julgam pela razão, mas pelos seus antecedentes É quando eu volto a me lembrar Do que eu pensava nem ter feito Vem, me traz aquela paz Você procura a perfeição e eu tenho andado sob efeito, mas Posso te dizer que eu já não aguento mais Desencana, não vou mudar por sua causa não tem jeito, mas Quem é que decide o que é melhor pra minha vida agora? Ouvi dizer que só era triste quem queria Ouvi dizer que só era triste quem queria Ouvi dizer que só era triste quem queria Ouvi dizer que só era triste quem queria Lidei com coisas que eu jamais entenderei Ah! Se eu pudesse estar em paz Me livrar do pesadelo de vê-lo nesse estado E não poder ajudá-lo, não Mas triste é não poder mudar Por que está tão revoltado, irmão? Ouvi dizer que só era triste quem queria Ouvi dizer que só era triste quem queria Ouvi dizer que só era triste quem queria Ouvi dizer que só era triste quem queria Ouvi dizer que só era triste quem queria Ouvi dizer que só era triste quem queria Ouvi dizer que só era triste quem queria Ouvi dizer que só era triste quem queria A vida é feita de atitudes nem sempre decentes Não lhe julgam pela razão Mas pelos seus antecedentes Cuidado com seus passos"
Charlie Brown Jr.,Aquele Velho Carteado e Algumas Manobrinhas," Seu perfume é sua maresia Ia pra pista andar de skate todo dia Com os manos de fé em boa companhia Aquele velho carteado, minhas manobrinhas Foi então que eu vi a garota ali sentada ali no maior style eu decidi dividir Não sou o melhor nem pior em se aproximar de alguém Faço o que quero, quando quero e até que vivo bem Mas e aí, então não se desespere não vá até uma banca e compre uma revista Thrasher irmão Mas e aí, então não se desespere não vá até uma banca e compre uma revista Thrasher irmão (Não se desespere, não) (Não se desespere, não) (Não se desespere, não) Quem tá de fora do trampo Nem arrisque um palpite, eu conheço a parada nem cheguei no limite Foi então que eu vi a garota ali sentada ali no maior style eu decidi dividir Não sou melhor nem pior em se aproximar de alguém Faço o que quero, quando quero e até que vivo bem Mas e aí, então não se desespere não vá até uma banca e compre uma revista Thrasher irmão Mas e aí, então não se desespere não vá até uma banca e compre uma revista Thrasher irmão Mas e aí, então não se desespere não vá até uma banca e compre uma revista Thrasher irmão Mas e aí, então não se desespere não vá até uma banca e compre uma revista Thrasher irmão Seu perfume é sua maresia Ia pra pista andar de skate todo dia Com os manos de fé em boa companhia Aquele velho carteado, minhas manobrinhas!"
Charlie Brown Jr.,Baader-Meinhof Blues," A violência é tão fascinante E nossas vidas são tão normais Você passa dia e noite e sempre Vê apartamentos acesos Tudo parece ser tão real Mas você viu esse filme também Andando nas ruas pensei que podia ouvir Alguém me chamando, dizendo meu nome Já estou cheio de me sentir vazio Meu corpo é quente e estou sentindo frio Todo mundo sabe, ninguém quer mais saber Afinal, amar ao proximo é tão demodê (yeah) Ô ô ô ô... Essa justiça desafinada é tão humana e tão errada Nós assistimos televisão também, qual é a diferença? Não estatize meus sentimentos, pra seu governo O meu estado é independente Ô ô ô ô... Já estou cheio de me sentir vazio Meu corpo é quente e estou sentindo frio Todo mundo sabe, ninguém quer mais saber Afinal, amar ao proximo é tão demodê!... Ô ô ô ô..."
Charlie Brown Jr.,Bahia," Ai champignon, sorria, você está na Bahia Sorria, você esta na Bahia, aqui tem praia Água de coco, capoeira todos os dias Ah que lindo Aqui é meu dia seja olhando o mar ou na batida pelourinho, periferia.. Todos os lugares onde fui para tocar para você, cheguei, toquei Provei que aqui não tem fregues nem 12 ou 16. Então sorria você acordou mais um dia, sorria você esta na Bahia Povo sangue nobre vindo de navios negreiros, Mãe africa, tem filhos no mundo inteiro. Aqui vi banho de sol, aqui vi banho de mar. Sorrindo pra você a Bahia vai estar então sorria, Você acordou mais um dia.. Sorria você esta na bahia.. Mãe de uma, mãe de duas, Mãe de todas as pessoas negras, mãe áfrica."
Charlie Brown Jr.,Be Myself," Charlie Brown! O que vale nessa vida é o que se vive é o que se faz Mas o que pode se esperar de uma pessoa que não pode sonhar Como ele pode ter o que ele está tão longe Na vitrine coisas que ele nunca vai poder ter Se ninguém o ajudar o que ele vai fazer? Onde vai morar e o que vai ser quando crescer? Quando vem da rua, que é sua, Que é minha, que é de ninguém É tudo uma ilusão e você sabe muito bem Impunidade, hipocrisia, dançam de mãos dadas O hino nacional de uma nação condenada A sociedade prega o bem Mas o sistema só alimenta o que é mal Se a nossa cara é prosperar, o povo tem que evoluir também Quase de manhã, mais uma noite no vazio Me auto-desafio, lá fora o mundo louco Sem perdão nem compaixão A combustão em rota de colisão A sinfonia da destruição Vivendo o sonho e também o pesadelo Vendo o mundo regredindo entre a fé e o dinheiro Saudades do meu pai e dos amigos que morreram Mas o que o velho me ensinou eu jamais me esqueço Seja lá como for, na vida tudo tem seu preço No mundo, o falso e o verdadeiro se confundem Mas os que sabem jamais se iludem Não é fácil encontrar o caminho Mas é bom olhar pro lado e ver que não estou sozinho... Todo o mal que é dirigido a nós Nos fortalece e eu não vou desistir (O que vale nessa vida é o que se vive é o que se faz) Nas armadilhas que eu cai Eu fiquei só e ninguém viu (O que vale nessa vida é o que se vive é o que se faz) O que pode se esperar de um ser humano perdido? Que ele viva como nunca fosse morrer? Ou que ele morra como nunca tivesse vivido? O que pode se esperar de uma pessoa que não pode sonhar I wanna think about tomorrow 'Cause tomorrow I want to be with you Don't wanna live in quite sorrow But that's the way the world will follow It's all in my mind Just wanna be myself for sometimes Just wanna be myself Acostumado desde cedo com a desgraça Em temporada de caça, um subnutrido Vítima da farsa, se formou na escola do crime Hoje o oprimido é quem oprime Uma alma carregada de ódio e amor Mas muito mais ódio que amor O aluno e também o professor Que ensina qualquer um que não sabe dar valor Á vida que tem ou à casa que mora Que vive sorrindo enquanto ele chora Só mais um de milhares que se espalham vítima dos nossos governantes que falharam Todo o mal que é dirigido a nós Nos fortalece e eu não vou desistir (O que vale nessa vida é o que se vive é o que se faz) Nas armadilhas que eu cai Eu fiquei só e ninguém viu (O que vale nessa vida é o que se vive é o que se faz) I just wanna be myself... Yeah! Yeah! Play your position 'Cause the world does the man Little kids visions May my sins be forgiven Gotta have faith so You can do what you wanna do Gotta be this way So don't fool 'Cause the world is Cruel? Live by the sword, then you die by the sword When I'm asking for peace in the middle of a war Between blacks and whites, between rich and poor So we can stop the mess overseas and all Trabalho muito, vivo a vida Skateboard estilo devida Um brilho intenso e a humildade de uma mente evoluída"
Charlie Brown Jr.,Beco Sem Saída," As circunstâncias se tornaram um beco sem saída Seu orgulho te traiu e te jogou no chão E as cicatrizes dessa história mal escrita Se converteram no aprendizado da reconstrução Mas todos vivemos dias incríveis Que não passam de ilusão Todos vivemos dias difíceis Mas nada disso é em vão Todo bem que você faz pra quem te ama E quem te ama te faz Isso tudo é o que te faz levar a vida na paz Só Deus sabe quanto tempo Que o tempo deve levar As circunstâncias se tornaram um beco sem saída Seu orgulho te traiu e te jogou no chão E as cicatrizes dessa história mal escrita Se converteram no aprendizado da reconstrução Mas todos vivemos dias incríveis Que não passam de ilusão Todos vivemos dias difíceis Mas nada disso é em vão Todo bem que você faz pra quem te ama E quem te ama te faz Isso tudo é o que te faz levar a vida na paz Só Deus sabe quanto tempo Que o tempo deve levar Viver, viver e ser livre Saber dar valor para as coisas mais simples Viver, viver e ser livre Saber dar valor para as coisas mais simples Só o amor constrói pontes indestrutíveis A arte maior é o jeito de cada um Vivo pra ser feliz não vivo pra ser comum"
Charlie Brown Jr.,"Bocas Ordinárias, Guerrilha"," Eu sou aquele cara que você descartou Aquele braço forte que você não confiou Aquele mortal que você sempre ignorou E que você nunca, nunca vai conseguir Superar Cria de rua sagaz Não se deixa controlar Arredio Pronto pra voar Quem é real sabe o que faz e pode até te ensinar Incapaz de se importar com alguém Um cara que você ignorou e desfez Incapaz de se importar com alguém Um cara que você ignorou e desfez Matou a bola da vez Matou a bola da vez Matou a bola da vez Eu sou aquele vento que a tua tenda derrubou Aquela droga forte que você tomou e pirou Aquele portal que você nunca atravessou E que você nunca, nunca vai conseguir Superar Cria de rua sagaz Não se deixa controlar Arredio Pronto pra voar Quem é real sabe o que faz e pode até te ensinar Incapaz de se importar com alguém Um cara que você ignorou e desfez Incapaz de se importar com alguém Um cara que você ignorou e desfez Matou a bola da vez Matou a bola da vez Matou a bola da vez Bocas Ordinárias Charlie Brown Guerrilha!"
Charlie Brown Jr.,Bons Aliados," Bons Aliados - Charlie Brown Jr e Raimundos Bons aliados!  Com tiro efeito,  não tem fragrante,  nem documento  Por que viagem pra lei deve servir,  prá deixar de experiência e vivência sobre a realidade  conquistada     Não tenho nada, não quero nada, então me diz  meu irmão qual é, qual é a parada, não devo nada, não quero nada,  não cola, não, não pega nada não!     Bons aliados na moral,  sem fragrantes no local  Raimundos - Charlie Brown!     Bons aliados!  Quase perfeitos! De Santos no Cerrado  Oh! Cadê o respeito lá vem os homens com fome rapaz  e querem me levar  ...     Charlie Brown!  Quem são?  Onde estavam?  Pra onde vão?  Tudo bem quem são? Tudo bem? Tudo bem? ""Piribom""! Quem são? Tudo bem quem são? Tudo bem? Tudo bem? ""Piribom""! Quem são? Esse som é mesmo que disquirisom. Esse som é mesmo que disquirisom."
Charlie Brown Jr.,Buscando Um Novo Rumo, (Instrumental)
Charlie Brown Jr.,Cada Cabeça Falante Tem Sua Tromba de Elefante," Ai o rap e o rock, mano, vem cá pra ver Hood, Parte Um, Charlie Brown, o coro vai comer Cara de mau, parceiro, qualquer um faz Difícil mesmo é ser soldado da paz É correria nego noite e dia, na chuva, no sol, na tristeza e na alegria Problema todos tem e eu tenho também, mas graças a Deus não devo nada a ninguém A vida é mesmo assim metamorfose ambulante Sou mais um guerreiro nessa luta constante Chorão, skatista sangue bom Tamo junto ,é mó satisfação Assim que é, a casa tá de pé A batalha continua, parceiro, vai na fé Eu vou com tudo fazendo a correria com a família nova Humildade e atitude aqui tem de sobra A vida é desse jeito e a mudança faz parte Todo movimento da roda é uma arte Se quiser corre comigo tem que correr do meu lado O tempo voa e eu não vou fica parado Então faça o que quiser mas faça a coisa certa E se quiser fazer pode crer que a hora é essa Então me diz se tu vai ficar falando Então me diz, me diz, se tu vai ficar falando Com sua boca falante e a tromba de elefante A casa aqui é pequena mas a situação é grande Então me diz se tu vai ficar falando Então me diz, me diz, se tu vai ficar falando Com sua boca falante e a tromba de elefante A casa aqui é pequena mas a situação é grande Skateboard na veia, rock'n'roll até a alma Quem tá comigo faz barulho e bate palma Acho que tu caiu do berço e ficou com algum trauma A cabeça tá doendo, então vê se vai com calma Eu vivo de trabalho, eu não vivo de aparência Eu sou contra alienação, eu sou contra a decadência Ti tibi tibi ual Fome e guerra civil Enganaram todo mundo e não salvaram o Brasil Ti tibi tibi ual Botaram fogo no pavio Essa porra vai explodir e só você que ainda não viu Então me diz se tu vai ficar falando Então me diz, me diz, se tu vai ficar falando Com sua boca falante e a tromba de elefante A casa aqui é pequena mas a situação é grande Então me diz se tu vai ficar falando Então me diz, me diz, se tu vai ficar falando Com sua boca falante e a tromba de elefante A casa aqui é pequena mas a situação é grande Charlie Brown Imunidade musical O som de ouvir em casa, na pista, na rua, na paz aqui não pula Dinâmica de grupo muda a fase como a lua Mas é sempre rara a rima de onde vem irmão Na faixa com Chorão batuca dentro Defendo várias teses desse microfone aberto Na real estou mais perto da verdade Do que pensam e admiro quem me trouxe até aqui são e ileso O som tem que ter peso Sim, eu sempre sou coeso na reunião Eu sofro quando eu vejo a decadência desse mundo injusto e imundo Cheio de guerra, gente fútil A Babilônia loteou a Amazônia Eles dão tapa na cara de quem fuma maconha Ai fica complicado tu tentar entender O que tu tem a ganhar e o que tu tem a perder Fica complicado tu tentar entender Mas se você fica falando, você vai é se fuder Então me diz se tu vai ficar falando Então me diz, me diz, se tu vai ficar falando Com sua boca falante e a tromba de elefante A casa aqui é pequena mas a situação é grande Então me diz se tu vai ficar falando Então me diz, me diz, se tu vai ficar falando Com sua boca falante e a tromba de elefante A casa aqui é pequena mas a situação é grande Charlie Brown Imunidade musical Cidadão, comum, refém, Parte Um Charlie Brown Rapin Hood pra ficar tudo bem Paz, sabedoria, musicalidade"
Charlie Brown Jr.,Café Foundation, (Instrumental)
Charlie Brown Jr.,Camisa 10 - Joga Bola Até na Chuva (Bomba Sônica)," Sem desandar, sem humilhar ninguém É assim que eu quero ser, sim, um cara melhor Não melhor do que ninguém, mas o melhor que eu puder ser O tempo passa e tudo muda e você tem que entender Que existem vários caminhos, escolha um pra você Você tem o dom da voz, você tem o poder De prosperar, de evoluir e de fazer acontecer De prosperar, de evoluir e de fazer acontecer Entenda como se comportam os homens Não se respeitam e não se tratam como irmãos Pois quase tudo gira em torno de poder E sufocado eu me liberto nessa canção Então faça o que tiver que fazer Busque a evolução e se liberte Não fique aí perdido no espaço Pois ficar só reclamando é muito fácil Você nasceu pra brilhar, o sol está em suas mãos Livre eu vivo, livre eu sou Livre eu vivo, livre eu sou Camisa 10 joga bola até na chuva Eu não sou envolvido mas meu papo não faz curva Sem sequer imaginar no que viria a ser melhor Sólido na volta, por cima, eu vou com tudo Pode anunciar e convidar todo mundo Nessa vida eu quero amor, paz, sossego e liberdade Charlie Brown Jr invadindo a cidade Na vida eu quero amor, paz, sossego e liberdade Charlie Brown Jr invadindo a cidade Na vida eu quero amor, paz, sossego e liberdade Charlie Brown Jr invadindo a cidade Livre eu vivo, livre eu sou Livre eu vivo, livre eu sou Camisa 10 joga bola até na chuva Eu não sou envolvido mas meu papo não faz curva Sem sequer imaginar no que viria a ser melhor Sólido na volta, por cima, eu vou com tudo Pode anunciar e convidar todo mundo Nessa vida eu quero amor, paz, sossego e liberdade Charlie Brown Jr invadindo a cidade Na vida eu quero amor, paz, sossego e liberdade Charlie Brown Jr invadindo a cidade Na vida eu quero amor, paz, sossego e liberdade Charlie Brown Jr invadindo a cidade"
Charlie Brown Jr.,Camisa Preta," Todo mundo sabe bem Que a gente tira muita onda Todo mundo sabe bem Que a gente só queima de bomba Todo mundo sabe bem Que aqui só tem bom coração Todo mundo sabe bem Que aqui não tem vacilação Somos poucos, mas somos loucos Ninguém segura o visionário bicho solto Um ser humano nunca é igual ao outro Mas o guerreiro é quem salva o outro Meu nome é Chorão Eu sou linha de frente Mas esqueço do mundo Quando ando de skate De vez em quando eu vou pro baile Que é pra sola gasta Eu trabalho pra caralho Mas nasci pra vadiar Porque é bem assim que eu sou O maloqueiro que virou Seu castelo de areia O vento levou Muitos sabem quem eu sou Mas poucos me conhecem Uma mulher que eu já catei Pode crê que não me esquece Vencer na vida não é fácil Num mundo decadente Um milhão de recalcado Pra puxar o seu tapete Mas do jeito que vim É do jeito que vou É como vivo Como ando Como penso Como sou Somos poucos, mas somos loucos Ninguém segura o visionário bicho solto Um ser humano nunca é igual ao outro Mas o guerreiro é quem salva o outro"
Charlie Brown Jr.,Casa da Praia," Só alegria Casa da praia mtv!! A chapa vai esquentar Ouvindo o som tomando um sol Olhando o mar Com água na boca Esperando ela passar Tudo que me faz levar a vida Na divina paz Meu escritório é na praia Hoje a noite eu quero é mais Mas como chegar nela eu nem sei Ela é tão interessante E eu sou só um vagabundo Mas como chegar nela eu nem sei Ela é tão indiferente E eu igual a todo mundo Logo eu que sempre achei legal Ser tão errado Logo eu, logo, logo eu O seu desejo, minha vontade O seu desejo, minha vontade Me deixa à vontade então Que eu te deixo a vontade então Me deixa à vontade então Que eu te deixo a vontade então Mas como chegar nela eu nem sei Ela é tão interessante E eu sou só um vagabundo Mas como chegar nela eu nem sei Ela é tão indiferente E eu igual a todo mundo Logo eu que sempre achei legal Ser tão errado Logo eu, logo, logo eu O seu desejo, minha vontade O seu desejo, minha vontade"
Charlie Brown Jr.,Céu Azul," Tão natural quanto a luz do dia Mas que preguiça boa Me deixa aqui à toa Hoje ninguém vai estragar meu dia Só vou gastar energia pra beijar sua boca Fica comigo então Não me abandona, não Alguém te perguntou como é que foi seu dia? Uma palavra amiga, uma notícia boa Isso faz falta no dia a dia A gente nunca sabe quem são essas pessoas Eu só queria te lembrar Que aquele tempo eu não podia fazer mais por nós Eu estava errado e você não tem que me perdoar Mas também quero te mostrar Que existe um lado bom nessa história Tudo que ainda temos a compartilhar E viver E cantar Não importa qual seja o dia Vamos viver Vadiar O que importa é nossa alegria Vamos viver E cantar Não importa qual seja o dia Vamos viver Vadiar O que importa é nossa alegria Tão natural quanto a luz do dia Mas que preguiça boa Me deixa aqui à toa Hoje ninguém vai estragar meu dia Só vou gastar energia pra beijar sua boca Eu só queria te lembrar Que aquele tempo eu não podia fazer mais por nós Eu estava errado e você não tem que me perdoar Mas também quero te mostrar Que existe um lado bom nessa história Tudo que ainda temos a compartilhar E viver E cantar Não importa qual seja o dia Vamos viver Vadiar O que importa é nossa alegria Vamos viver E cantar Não importa qual seja o dia Vamos viver Vadiar O que importa é nossa alegria Tão natural quanto a luz do dia"
Charlie Brown Jr.,Champanhe e Água Benta," Atitude, a gente tem Sorte, a gente tem também De um jeito ou de outro, pode crer que elas vêm Mas não só pra um rolé, pra muito mais que isso O que elas querem é aquilo e você tá ligado disso Vem, vem com tudo Me leva pro seu mundo Toda patricinha adora um vagabundo Se fui pobre, não me lembro, se fui rico, me roubaram Meu esporte predileto é o mesmo do Romário Não tão complicado demais, mas nem tão simples assim Não tão complicado demais, mas nem tão simples assim Minha vida é tipo um filme de Spike Lee Verdadeiro, complicado, mal humorado e violento Você é bonito, e eu sou feio Sua mãe te ama, mas eu te odeio Quem tem boca fala o que quer, só não pode ser mané Coração de vagabundo bate na sola do pé Zica tem de monte, zoião dá até em penca Eu tomo banho de banheira com champanhe e água benta Não tão complicado demais, mas nem tão simples assim Não tão complicado demais, mas nem tão simples assim Você é bonito E eu sou feio Sua mãe te ama Mas eu te odeio Eu vim de skate, sou guerreiro do asfalto Quem fecha comigo, joga a mão pro alto Eu vim de skate, sou guerreiro do asfalto Quem fecha comigo, joga a mão pro alto, bem alto Não tão complicado demais, mas nem tão simples assim Não tão complicado demais, mas nem tão simples assim"
Charlie Brown Jr.,Charlie Brown Jr.," Muita gente riu de mim Quando eu disse que podia fazer o que quisesse da minha vida Foram muitos anos de vivência Muitos baldes de água fria na cabeça Muitos goles a mais, alguns passos para trás Só flagrando a cena Eu aprendi o bastante pra poder sorrir Pois ainda estou aqui, tentando conquistar o meu espaço Com muito pouca condição Mas a cabeça não abaixo Sou Charlie Brown, cuzão! (Tcharolladrão) E o que tenho de bom é do melhor Sou o que sou, sei porque sou Aonde estou e o que quero Sei com quem devo estar E o que da vida espero Tribo que não tem medo do perigo skatista Vagabundo, batizado, favelado Muitas vezes culpado sem ser julgado Passei por isso, da vida sei o que espero, yeah Deixe estar, que eu, que eu sigo em frente Deixe estar, que eu, que eu sigo em frente Deixe estar, que eu, que eu sigo em frente Deixe estar, que eu, que eu sigo em frente Quer falar, já falou, vou falar, já falei Quer falar com o pai veio, fala agora Pai veio quer ir embora! Muita gente riu de mim Quando eu disse que podia fazer o que quisesse da minha vida Foram muitos anos de vivência Muitos baldes de água fria na cabeça Muitos goles a mais, alguns passos para trás Só flagrando a cena Eu aprendi o bastante pra poder sorrir Pois ainda estou aqui, tentando conquistar o meu espaço Com muito pouca condição Mas a cabeça não abaixo Sou Charlie Brown, meu irmão (Tcharolladrão) E o que tenho de bom é do melhor Sou o que sou, sei porque sou Aonde estou e o que quero Sei com quem devo estar E o que da vida espero Tribo que não tem medo do perigo skatista Vagabundo, batizado, favelado Muitas vezes culpado sem ser julgado Passei por isso, da vida sei o que espero, yeah Deixe estar, que eu, que eu sigo em frente Deixe estar, que eu, que eu sigo em frente Deixe estar, que eu, que eu sigo em frente Deixe estar, que eu, que eu sigo em frente Ah yeah Deixe estar, que eu, que eu sigo em frente Deixe estar, que eu, que eu sigo em frente Deixe estar, que eu, que eu sigo em frente Deixe estar, que eu, que eu sigo em frente"
Charlie Brown Jr.,Chegou Quem Faltava," Chegou, chegou, chegou quem faltava. Chegou, chegou, chegou quem faltava. Chegou, chegou, chegou quem faltava. Chegou, chegou, chegou quem faltava. Muita gente é meu cliente, meu escritório é na praia Porque eu sou da velha escola e eu não queimo da palha O movimento rola solto enquanto ela tira a saia Gravata é o caralho olha só pra minha cara Chegou, chegou, chegou quem faltava. Chegou, chegou, chegou quem faltava. Chegou, chegou, chegou quem faltava. Chegou, chegou, chegou quem faltava. Minha banda vai tocar, tô saindo fora Quem é charlie brown, aumenta o rádio agora Chegou, chegou, chegou quem faltava. Chegou, chegou, chegou quem faltava. Chegou, chegou, chegou quem faltava. Chegou, chegou, chegou quem faltava. Vou na vila ver aquele belo futebol Depois eu vou com a minha gata pra debaixo do lençol Amanhã quando acordar começo tudo de novo Pois se a vida é uma jogada e eu vou ganhar esse jogo Eu sou pá pá patrão, eu não vivo de ilusão E o que eu quero de verdade é o melhor pro meus irmão Então … Chegou, chegou, chegou quem faltava. Chegou, chegou, chegou quem faltava. Chegou, chegou, chegou quem faltava. Chegou, chegou, chegou quem faltava. Minha banda vai tocar, tô saindo fora Quem é charlie brown, sai do chão agora"
Charlie Brown Jr.,Cheia de Vida," Atenção, rapaziada, a dona do sorriso mais lindo vai passar E quando ela passar eu não quero ver ninguém perdendo a linha Ela vem com o seu sorriso estonteante Dona de um andar que é só dela E uma personalidade única Você é tão cheia de vida Que ninguém resiste a você Você é tão cheia de vida Que ninguém resiste a você Quando você encontra uma pessoa Que te faz esquecer tudo Que te faz tão bem Até numa fase problema e você nem lembra Quando você encontra uma pessoa Que te faz esquecer tudo Que te faz tão bem Até numa fase problema e você nem lembra, nem lembra Eu quero que você fique segura Fazer amor contigo na minha cama ou na sua E uma dose muito forte não vai ser suficiente Me sinto mais em casa quando você está presente Então Fica mais, fica mais um pouco Porque muito de você pra mim ainda é pouco Então fica mais, fica mais um pouco, então Você me deixa muito louco Você é tão cheia de vida Que ninguém resiste a você, oh não Você é tão cheia de vida Que ninguém resiste a você, oh não"
Charlie Brown Jr.,Cheirando Cola," Quero jogar um videogame, e estou aqui cheirando cola Sou o lixo do mundo, a sociedade me ignora Com os olhos de quem quer ter uma oportunidade Com os olhos de quem quer ter uma vida de verdade (2X) Quem tem a mente limitada Evoluir leva mais tempo Segurança me segue na loja do departamento Achei que fosse um cidadão Mas eu sou só um elemento Exposto a qualquer sol, exposto a qualquer tempo Ah! Mantenha a calma Em quem acreditar? Será que devo confiar? Em quem posso acreditar? Será que essa porra um dia vai mudar? Eu já vi muita coisa, já ouviu muita coisa, deixa pra lá... Mas diz aí, os gringo tão mandando no Brasil O construtor milionário inglês, o rico português O Brasil virou freguês do gringo-americano, há 500 anos, nós entramos pelo cano Os senhores da guerra são a banalização da vida, irmão E o fim da esperança de milhares de pessoas oprimidas Charlie Brown Jr. Santos!"
Charlie Brown Jr.,Chicanos (Skate Nos Canos), (Instrumental)
Charlie Brown Jr.,Cidadão Comum Refém," Não somos poucos e somos muitos loucos Guerreiro é guerreiro de noite e de dia MV Bill, Charlie Brown Jr. Conexão Rio-Santos Mexeu com a família, agora se vira Segura a sequência, segue a quadrilha MV Bill: Toda vez é a mesma história, criança correndo Mãe chorando, chapa quente Tiro pra todo lado, silêncio na praça Um corpo de um inocente Chega a maldita polícia, chega a polícia e o medo é geral Armado, fardado, carteira assinada Com ódio na cara, pronto para o mau Mais um preto que morre, ninguém me socorre A comunidade na cena, a arma dispara O pânico aumenta, parece até cinema, não é, é real As armas não são de brinquedo Quando a polícia invade a favela espalha terror e medo É gente da gente que não nos entende e usam de violência Um corpo estendido no chão, ao lado de uma poça de sangue Consequência do despreparo daqueles que eram pra dar segurança Que ganham aumento por bravura quando tudo termina em matança Refém do medo, guerreiro do inferno, guiado por Jesus Na escuridão tentando, buscando, achar uma luz E por falar, fazendo uma curva, uma viatura Vou ter que dar uma parada porque agora vou ter que levar uma dura Como sempre acontece, tapa no saco, me chamam de preto abusado Documento na mão, vinte minutos depois eu tô liberado É complicado ser revistado por um mulato fardado Que acha que o preto favelado é o retrato falado Sempre foi assim (sim), covardia até o fim (sim) A porrada que bate na cara não dói no playboy burguês, só dói em mim Programado pra matar (pá-pá) Atira e depois vai perguntar se ele trabalhava ou se traficava Só sei que deitado no chão ele tá E gera a revolta na cabeça da comunidade Que é marginalizada pela sociedade Que se cala escondida no seu condomínio Na favela ainda impera a lei do genocídio Noventa por cento da população não anda de arma na mão Não confia na proteção vindo de camburão Vê fuzil na mão, fica deitado no chão Quando o ódio dominar não vai sobrar ninguém O mal que você faz reflete em mim também Respeito é pra quem tem, pra quem tem Quando o ódio dominar não vai sobrar ninguém O mal que você faz reflete em mim também Respeito é pra quem tem, pra quem tem Chorão: Autoridade vem e invade sem critério nenhum Som na sirene, cheiro de morte, derrubaram mais um Na frente do filho eles quebraram o pai O Zé Povinho fardado vem, entra, mata e sai Sem ser julgado, corrompido, alienado Revoltado, fracassado vai pintando esse quadro O quadro do filme da sua vida O quadro de vidas e vidas da maioria esquecida Decorrente do descaso e da corrupção Moleque cresceu, não tinha emprego, então virou ladrão Menor bolado por aqui tem de montão Morre um, nasce um monte com maior disposição Do pensamento de todos aqueles que as leis das favelas são fiéis A revolta te consome da cabeça aos pés Do pensamento de todos aqueles que as leis das favelas são fiéis A revolta te consome da cabeça aos pés É a falta de perspectiva Sem a possibilidade de escolher o que é melhor pra sua vida E que gera a revolta na cabeça da comunidade Que é marginalizada pela sociedade Que se cala escondida no seu condomínio Na favela ainda impera a lei do genocídio Sua dura vida lhe ensinou a caminhar com as próprias pernas Resta agora você se livrar do mal que te corrói e te destrói Porque o crime não é o creme, bota a cara, Mister M Qualé, mané, o que que há? Vacilou, virou Mun-ha Qualé, mané, o que que há? Vacilou, virou Mun-ha Quando o ódio dominar não vai sobrar ninguém O mal que você faz reflete em mim também Respeito é pra quem tem, pra quem tem Quando o ódio dominar não vai sobrar ninguém O mal que você faz reflete em mim também Respeito é pra quem tem, pra quem tem MV Bill: Não é somente favela que é condenada a viver a luz de vela Tática de guerra, tiro, lama e terra Capitão do mato, seco pra atirar e não erra Depois que descobre que o cara deitado no chão era inocente Revolta na mente, favela que sente Ódio que toma conta de muita gente Todo mundo pra rua querendo botar fogo no pneu Querem se manisfestar, porque alguém morreu Só a mãe que vai chorar, sabe o que perdeu Tem rua fechada, carro parado, camisa na cara, piloto assustado Relógio roubado, busão tá quebrado, neguinho bolado, caminhão saqueado Batalhão de choque de porrete na mão Tiro pro alto para assustar a multidão Tira o pino da granada de efeito moral Nessa hora todo mundo apanha igual marginal E chega o BOPE de preto botando geral pra correr Sai voando se não quer morrer, se pegar te esculacha Bomba de gás, bala de borracha A manifestação que era para ser contra a violência Deixa mais ferido como consequência Bota a molecada para casa, tira a barricada Pista liberada, não acontece nada, multidão se cala, um já foi pra vala Tudo o que acontece na favela não abala a ninguém Pedir ajuda a quem, veja o que tem, o povo tá sem, somos do bem Faltando alguém, só resta o choro e lamento da família e dos amigos Que perderam um ente querido procura a Deus e diga amém De boca fechada para o seu próprio bem Teve um menor de camisa na cara Que deu uma pedrada no guarda que tava baixando a porrada E quem não aceitava que aquilo rolava, o morro chorava Mais um episódio que não deu em nada Só mais uma confusão e gente machucada Favela ocupada, medo dominando Quem é trabalhador que fica em segundo plano Seguem matando, o povo enterrando Imposto pagando, desacreditando Justiça clamando, por Deus implorando Por almas orando, com a vida jogando Chorão: Favela ocupada por uma semana Vivendo em clima de tensão Quem tenta esquecer não consegue se lembrar Quando vê o sangue no chão A comunidade ainda assustada Aos poucos retorna ao seu dia-a-dia A lágrima seca e a mente prepara O corpo para a próxima covardia Quando o ódio dominar não vai sobrar ninguém O mal que você faz reflete em mim também Respeito é pra quem tem, pra quem tem Quando o ódio dominar não vai sobrar ninguém O mal que você faz reflete em mim também Respeito é pra quem tem, pra quem tem"
